Station_ID,Season,Date,Depth,Temperature,Salinity,Density,pH,Oxygen,Agency,Station,cast_id
ABC_1,Spring 2019,2019-06-23,1,18.12,33.482,24.082,8.21,234.365021880584,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,2,18.03,33.65,24.231,8.21,241.653769118548,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,3,17.9,33.739,24.33,8.21,237.664257854985,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,4,17.81,33.749,24.361,8.21,237.046906129985,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,5,17.7,33.738,24.378,8.22,239.483569115828,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,6,17.64,33.719,24.38,8.22,240.703397606837,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,7,17.58,33.723,24.396,8.22,239.479361071044,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,8,17.54,33.714,24.4,8.22,244.359514907033,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,9,17.48,33.716,24.416,8.22,248.626584453403,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,10,17.42,33.716,24.43,8.22,249.233304938157,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,11,17.3,33.746,24.481,8.22,252.576381103096,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,12,16.83,33.81,24.641,8.22,254.976911174154,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,13,16.37,33.765,24.712,8.22,257.399045776679,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,14,15.95,33.731,24.783,8.22,251.587085589156,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,15,15.69,33.689,24.81,8.21,240.907346883501,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,16,15.39,33.693,24.881,8.2,232.962610742862,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,17,14.99,33.685,24.961,8.16,228.06601027134,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,18,14.84,33.66,24.975,8.13,217.391502994797,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,19,14.7,33.662,25.005,8.13,206.714060526983,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,20,14.36,33.663,25.079,8.1,201.211550197643,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,21,14.07,33.657,25.136,8.07,195.103381679368,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,22,13.58,33.645,25.227,8.05,194.781242165951,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,23,13.27,33.631,25.279,8.03,194.46655675468,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,24,13.1,33.614,25.3,8.02,191.719371276872,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,25,12.98,33.613,25.323,8.02,188.362342851074,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,26,12.89,33.612,25.341,8.01,184.09200294384,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,27,12.79,33.616,25.363,8,179.821111471535,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,28,12.64,33.623,25.397,7.99,176.462663154566,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,29,12.51,33.629,25.427,7.97,175.543212976774,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,30,12.43,33.627,25.441,7.96,174.626541259386,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,31,12.41,33.627,25.446,7.96,173.406662290173,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,32,12.36,33.629,25.456,7.95,171.576447847271,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,33,12.31,33.632,25.469,7.95,169.441022468105,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,34,12.25,33.633,25.48,7.94,167.915471070521,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,35,12.19,33.635,25.493,7.94,167.91334243471,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,36,12.13,33.637,25.507,7.93,166.9968338742,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,37,12.09,33.637,25.515,7.93,166.081322026748,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,38,12.05,33.638,25.522,7.93,166.080188390167,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,39,12.02,33.639,25.529,7.92,164.250661505549,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,40,11.98,33.641,25.538,7.92,164.249220061201,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,41,11.94,33.642,25.546,7.92,164.247938798576,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,42,11.93,33.642,25.549,7.92,164.247458330245,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,43,11.92,33.641,25.55,7.91,163.63784623348,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,44,11.91,33.642,25.552,7.91,162.113900230118,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,45,11.88,33.643,25.558,7.91,159.065715851179,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,46,11.83,33.645,25.57,7.91,155.102494288484,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,47,11.64,33.649,25.608,7.9,150.83082522639,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,48,11.51,33.649,25.631,7.89,147.475721860692,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,49,11.39,33.656,25.66,7.88,144.119925878575,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,50,11.28,33.661,25.684,7.87,139.546261215713,ABC,ABC_1,ABC_ABC_1_2019-06-23
ABC_1,Spring 2019,2019-06-23,51,11.22,33.667,25.7,7.86,136.192588941886,ABC,ABC_1,ABC_ABC_1_2019-06-23
